month,day,hour,precipitation_mm,water_input_m3
8,13,13,0.02,4978
8,13,14,0.03,7214
8,13,15,0.03,6822
8,13,16,0.02,4484
8,13,17,0.03,6802
8,13,18,0.03,7073
8,13,19,0.09,20995
8,13,20,0.07,16216
8,13,21,0.06,12931
8,13,22,0.02,3454
8,13,23,0.05,11779
8,14,0,0.03,7683
8,14,1,0.03,5905
8,14,2,0.02,4955
8,14,3,0.01,2235
8,14,4,0.0,860
8,14,5,0.0,547
8,14,6,0.01,2023
8,14,7,0.05,11256
8,14,8,0.07,16587
8,14,9,0.15,33561
8,14,10,0.08,18979
8,14,11,0.07,15196
8,14,12,0.05,10608
8,14,13,0.06,13322
8,14,14,0.03,7192
8,14,15,0.03,7613
8,14,16,0.02,3953
8,14,17,0.01,3318
8,14,18,0.04,9370
8,14,19,0.05,12331
8,14,20,0.07,15429
8,14,21,0.03,7676
8,14,22,0.04,8075
8,14,23,0.05,10679
8,15,0,0.05,10443
8,15,1,0.03,7632
8,15,2,0.02,5424
8,15,3,0.01,2175
8,15,4,0.0,882
8,15,5,0.0,304
8,15,6,0.01,2716
8,15,7,0.03,7393
8,15,8,0.08,17953
8,15,9,0.11,23964
8,15,10,0.11,25615
8,15,11,0.07,14805
8,15,12,0.06,12926
8,15,13,0.06,14162
8,15,14,0.04,9489
8,15,15,0.03,6458
8,15,16,0.02,3713
8,15,17,0.02,5519
8,15,18,0.04,8604
8,15,19,0.07,15120
8,15,20,0.08,18189
8,15,21,0.05,10322
8,15,22,0.02,4344
8,15,23,0.07,15758
8,16,0,0.05,11802
8,16,1,0.02,4250
8,16,2,0.02,3888
8,16,3,0.01,2246
8,16,4,0.01,1558
8,16,5,0.0,395
8,16,6,0.02,4078
8,16,7,0.05,11801
8,16,8,0.07,14737
8,16,9,0.11,24407
8,16,10,0.07,16193
8,16,11,0.07,16595
8,16,12,0.06,12993
8,16,13,0.06,12730
8,16,14,0.05,11125
8,16,15,0.02,5330
8,16,16,0.01,2221
8,16,17,0.03,6522
8,16,18,0.05,11730
8,16,19,0.08,18575
8,16,20,0.06,14050
8,16,21,0.05,11269
8,16,22,0.04,9041
8,16,23,0.05,11971
8,17,0,0.04,9908
8,17,1,0.03,5737
8,17,2,0.02,4186
8,17,3,0.01,3080
8,17,4,0.0,1043
8,17,5,0.0,544
8,17,6,0.01,2883
8,17,7,0.05,11144
8,17,8,0.12,26051
8,17,9,0.13,29181
8,17,10,0.1,22308
8,17,11,0.08,17645
8,17,12,0.02,5297
8,17,13,0.06,12964
8,17,14,0.04,9036
8,17,15,0.03,7259
8,17,16,0.02,3594
8,17,17,0.03,5927
8,17,18,0.04,9805
8,17,19,0.1,21950
8,17,20,0.06,13850
8,17,21,0.07,16618
8,17,22,0.03,7263
8,17,23,0.03,7443
8,18,0,0.05,10577
8,18,1,0.02,5489
8,18,2,0.01,1973
8,18,3,0.01,3060
8,18,4,0.01,1285
8,18,5,0.0,619
8,18,6,0.02,3414
8,18,7,0.03,5722
8,18,8,0.07,15371
8,18,9,0.14,31746
8,18,10,0.07,16112
8,18,11,0.03,6418
8,18,12,0.05,12369
8,18,13,0.05,10541
8,18,14,0.04,9039
8,18,15,0.03,7751
8,18,16,0.02,5068
8,18,17,0.03,6981
8,18,18,0.06,14194
8,18,19,0.05,10845
8,18,20,0.08,17229
8,18,21,0.06,12640
8,18,22,0.02,4525
8,18,23,0.03,6822
8,19,0,0.04,8890
8,19,1,0.02,5472
8,19,2,0.02,5194
8,19,3,0.01,1850
8,19,4,0.0,859
8,19,5,0.0,463
8,19,6,0.02,4195
8,19,7,0.04,8771
8,19,8,0.07,16701
8,19,9,0.11,25506
8,19,10,0.13,28915
8,19,11,0.06,14210
8,19,12,0.08,17426
8,19,13,0.05,11503
8,19,14,0.04,8392
8,19,15,0.05,10656
8,19,16,0.01,3218
8,19,17,0.03,5977
8,19,18,0.03,7561
8,19,19,0.1,21648
8,19,20,0.1,21760
8,19,21,0.07,15490
8,19,22,0.04,8563
8,19,23,0.05,10388
8,20,0,0.04,9930
8,20,1,0.02,3817
8,20,2,0.03,6596
8,20,3,0.01,2442
8,20,4,0.0,958
8,20,5,0.0,728
8,20,6,0.01,2481
8,20,7,0.04,9631
8,20,8,0.07,16730
8,20,9,0.14,30415
8,20,10,0.1,21508
8,20,11,0.05,11142
8,20,12,0.06,13361
8,20,13,0.06,13793
8,20,14,0.04,8678
8,20,15,0.03,7827
8,20,16,0.01,3229
8,20,17,0.03,6514
8,20,18,0.04,9222
8,20,19,0.09,20750
8,20,20,0.07,15419
8,20,21,0.06,12813
8,20,22,0.04,8340
8,20,23,0.06,12817
8,21,0,0.05,11674
8,21,1,0.02,4920
8,21,2,0.02,4368
8,21,3,0.01,1894
8,21,4,0.0,999
8,21,5,0.0,495
8,21,6,0.01,2475
8,21,7,0.02,4464
8,21,8,0.06,14564
8,21,9,0.12,27495
8,21,10,0.06,14489
8,21,11,0.08,17553
8,21,12,0.09,19343
8,21,13,0.06,13723
8,21,14,0.05,12334
8,21,15,0.03,7198
8,21,16,0.03,5647
8,21,17,0.02,5370
8,21,18,0.04,9168
8,21,19,0.02,5511
8,21,20,0.09,19836
8,21,21,0.07,15136
8,21,22,0.03,5650
8,21,23,0.05,10234
8,22,0,0.04,8868
8,22,1,0.03,7184
8,22,2,0.02,5600
8,22,3,0.01,1233
8,22,4,0.01,1205
8,22,5,0.0,509
8,22,6,0.01,3371
8,22,7,0.04,9745
8,22,8,0.07,16662
8,22,9,0.11,25548
8,22,10,0.09,20687
8,22,11,0.1,21726
8,22,12,0.06,14486
8,22,13,0.05,11530
8,22,14,0.03,5965
8,22,15,0.03,5936
8,22,16,0.02,5353
8,22,17,0.03,6619
8,22,18,0.06,12730
8,22,19,0.11,25206
8,22,20,0.09,19271
8,22,21,0.05,11182
8,22,22,0.03,5719
8,22,23,0.02,3952
8,23,0,0.05,10468
8,23,1,0.03,6022
8,23,2,0.02,4798
8,23,3,0.01,2101
8,23,4,0.0,1005
8,23,5,0.0,303
8,23,6,0.01,2508
8,23,7,0.04,9784
8,23,8,0.11,24985
8,23,9,0.11,25587
8,23,10,0.11,23647
8,23,11,0.1,21648
8,23,12,0.05,10455
8,23,13,0.05,11930
8,23,14,0.03,7124
8,23,15,0.04,7974
8,23,16,0.02,4537
8,23,17,0.03,7046
8,23,18,0.04,8790
8,23,19,0.09,20575
8,23,20,0.1,23273
8,23,21,0.04,8174
8,23,22,0.03,6000
8,23,23,0.05,11561
8,24,0,0.06,13076
8,24,1,0.03,5640
8,24,2,0.01,1275
8,24,3,0.01,2928
8,24,4,0.01,1301
8,24,5,0.0,308
8,24,6,0.01,2780
8,24,7,0.05,12170
8,24,8,0.11,23813
8,24,9,0.14,32381
8,24,10,0.09,20893
8,24,11,0.08,17847
8,24,12,0.06,12684
8,24,13,0.06,14010
8,24,14,0.03,6828
8,24,15,0.02,5236
8,24,16,0.02,5475
8,24,17,0.03,6484
8,24,18,0.07,14694
8,24,19,0.06,14549
8,24,20,0.07,15090
8,24,21,0.04,8408
8,24,22,0.03,6569
8,24,23,0.03,6889
8,25,0,0.04,9596
8,25,1,0.02,4202
8,25,2,0.02,5129
8,25,3,0.01,2577
8,25,4,0.0,620
8,25,5,0.0,729
8,25,6,0.02,5325
8,25,7,0.04,8843
8,25,8,0.07,14682
8,25,9,0.2,44745
8,25,10,0.07,14649
8,25,11,0.08,17572
8,25,12,0.06,13702
8,25,13,0.06,14603
8,25,14,0.04,9529
8,25,15,0.03,5739
8,25,16,0.01,3332
8,25,17,0.03,5996
8,25,18,0.04,8177
8,25,19,0.08,17694
8,25,20,0.06,13141
8,25,21,0.03,6846
8,25,22,0.04,8614
8,25,23,0.04,9568
8,26,0,0.03,7463
8,26,1,0.03,6281
8,26,2,0.02,4446
8,26,3,0.01,1231
8,26,4,0.01,1183
8,26,5,0.0,403
8,26,6,0.02,4681
8,26,7,0.04,9887
8,26,8,0.07,15737
8,26,9,0.09,21341
8,26,10,0.09,21282
8,26,11,0.09,20163
8,26,12,0.06,13030
8,26,13,0.05,10335
8,26,14,0.04,8870
8,26,15,0.02,5567
8,26,16,0.02,3996
8,26,17,0.01,3138
8,26,18,0.06,13588
8,26,19,0.08,18791
8,26,20,0.05,12341
8,26,21,0.07,16115
8,26,22,0.03,6699
8,26,23,0.04,8097
8,27,0,0.06,13268
8,27,1,0.03,7209
8,27,2,0.02,4802
8,27,3,0.01,1953
8,27,4,0.01,1216
8,27,5,0.0,511
8,27,6,0.02,3734
8,27,7,0.02,4579
8,27,8,0.07,15588
8,27,9,0.17,37519
8,27,10,0.08,17665
8,27,11,0.07,14845
8,27,12,0.05,11645
8,27,13,0.03,7609
8,27,14,0.02,3916
8,27,15,0.03,6179
8,27,16,0.02,4520
8,27,17,0.03,6471
8,27,18,0.05,10532
8,27,19,0.08,17673
8,27,20,0.09,19211
8,27,21,0.05,10408
8,27,22,0.02,5616
8,27,23,0.05,10160
8,28,0,0.06,12511
8,28,1,0.04,8871
8,28,2,0.02,3685
8,28,3,0.01,2240
8,28,4,0.01,1185
8,28,5,0.0,411
8,28,6,0.01,3295
8,28,7,0.02,5539
8,28,8,0.04,9752
8,28,9,0.13,28632
8,28,10,0.09,19758
8,28,11,0.08,18369
8,28,12,0.06,13055
8,28,13,0.04,8260
8,28,14,0.04,8643
8,28,15,0.02,4535
8,28,16,0.03,5891
8,28,17,0.02,4334
8,28,18,0.05,10393
8,28,19,0.06,12929
8,28,20,0.08,17481
8,28,21,0.04,10022
8,28,22,0.03,5707
8,28,23,0.06,13259
8,29,0,0.05,11008
8,29,1,0.03,7404
8,29,2,0.01,3299
8,29,3,0.01,1418
8,29,4,0.0,1122
8,29,5,0.0,503
8,29,6,0.02,3792
8,29,7,0.04,8568
8,29,8,0.08,18381
8,29,9,0.07,15583
8,29,10,0.14,32174
8,29,11,0.07,16767
8,29,12,0.07,15400
8,29,13,0.04,8644
8,29,14,0.04,9415
8,29,15,0.02,4421
8,29,16,0.02,4865
8,29,17,0.03,5973
8,29,18,0.05,11008
8,29,19,0.09,20536
8,29,20,0.05,10585
8,29,21,0.04,9058
8,29,22,0.03,7306
8,29,23,0.07,16660
8,30,0,0.05,10551
8,30,1,0.03,7526
8,30,2,0.02,4254
8,30,3,0.01,3247
8,30,4,0.0,615
8,30,5,0.0,559
8,30,6,0.01,1946
8,30,7,0.01,3264
8,30,8,0.08,18785
8,30,9,0.12,27142
8,30,10,0.09,20299
8,30,11,0.08,17020
8,30,12,0.1,23271
8,30,13,0.05,10223
8,30,14,0.04,9857
8,30,15,0.02,5492
8,30,16,0.02,4694
8,30,17,0.03,6166
8,30,18,0.04,9806
8,30,19,0.11,25435
8,30,20,0.09,19801
8,30,21,0.05,11301
8,30,22,0.01,2780
8,30,23,0.04,9942
8,31,0,0.08,18312
8,31,1,0.03,6179
8,31,2,0.02,5577
8,31,3,0.01,2973
8,31,4,0.01,1153
8,31,5,0.0,431
8,31,6,0.01,1282
8,31,7,0.05,10238
8,31,8,0.06,13923
8,31,9,0.12,27382
8,31,10,0.07,15027
8,31,11,0.07,16325
8,31,12,0.06,13224
8,31,13,0.05,11662
8,31,14,0.03,6306
8,31,15,0.04,8519
8,31,16,0.02,3719
8,31,17,0.02,3812
8,31,18,0.05,10630
8,31,19,0.08,17635
8,31,20,0.07,15913
8,31,21,0.07,14649
8,31,22,0.03,6169
8,31,23,0.05,10601
9,1,0,0.06,13963
9,1,1,0.06,13942
9,1,2,0.04,8068
9,1,3,0.02,3451
9,1,4,0.0,1010
9,1,5,0.01,1312
9,1,6,0.02,4009
9,1,7,0.06,13145
9,1,8,0.15,33613
9,1,9,0.14,32432
9,1,10,0.11,24164
9,1,11,0.06,14469
9,1,12,0.12,27308
9,1,13,0.07,16653
9,1,14,0.12,26713
9,1,15,0.04,8693
9,1,16,0.03,5936
9,1,17,0.04,9933
9,1,18,0.09,20453
9,1,19,0.12,27223
9,1,20,0.14,31125
9,1,21,0.06,14564
9,1,22,0.03,7573
9,1,23,0.05,10613
9,2,0,0.04,8563
9,2,1,0.04,10070
9,2,2,0.03,7132
9,2,3,0.01,3247
9,2,4,0.01,2527
9,2,5,0.01,1260
9,2,6,0.02,5300
9,2,7,0.04,8507
9,2,8,0.12,26479
9,2,9,0.17,39335
9,2,10,0.14,32227
9,2,11,0.11,25468
9,2,12,0.09,19357
9,2,13,0.08,17418
9,2,14,0.06,12974
9,2,15,0.05,12171
9,2,16,0.04,8407
9,2,17,0.04,8935
9,2,18,0.11,25408
9,2,19,0.1,23291
9,2,20,0.07,16076
9,2,21,0.09,21116
9,2,22,0.04,9204
9,2,23,0.09,20830
9,3,0,0.03,7695
9,3,1,0.07,15596
9,3,2,0.04,9009
9,3,3,0.01,2410
9,3,4,0.01,1215
9,3,5,0.01,1367
9,3,6,0.02,4718
9,3,7,0.05,12208
9,3,8,0.06,13373
9,3,9,0.19,42216
9,3,10,0.16,36366
9,3,11,0.16,36368
9,3,12,0.07,15044
9,3,13,0.05,11953
9,3,14,0.08,17164
9,3,15,0.06,14480
9,3,16,0.02,4683
9,3,17,0.07,14696
9,3,18,0.09,19462
9,3,19,0.17,39270
9,3,20,0.12,26519
9,3,21,0.03,7123
9,3,22,0.05,11129
9,3,23,0.11,24391
9,4,0,0.07,14973
9,4,1,0.05,10446
9,4,2,0.03,7373
9,4,3,0.0,1061
9,4,4,0.01,2734
9,4,5,0.0,747
9,4,6,0.03,6516
9,4,7,0.07,15090
9,4,8,0.18,40549
9,4,9,0.23,50972
9,4,10,0.16,36297
9,4,11,0.11,23958
9,4,12,0.12,27752
9,4,13,0.05,10250
9,4,14,0.08,17915
9,4,15,0.04,8390
9,4,16,0.05,10127
9,4,17,0.05,12035
9,4,18,0.1,22386
9,4,19,0.14,31482
9,4,20,0.07,15168
9,4,21,0.07,15132
9,4,22,0.06,13513
9,4,23,0.09,20084
9,5,0,0.11,24974
9,5,1,0.06,12735
9,5,2,0.03,5848
9,5,3,0.01,3089
9,5,4,0.01,1978
9,5,5,0.0,406
9,5,6,0.04,8204
9,5,7,0.08,17128
9,5,8,0.18,40313
9,5,9,0.12,27989
9,5,10,0.22,50560
9,5,11,0.21,48060
9,5,12,0.07,15497
9,5,13,0.1,22999
9,5,14,0.07,15429
9,5,15,0.03,7102
9,5,16,0.04,8663
9,5,17,0.06,13979
9,5,18,0.07,16383
9,5,19,0.18,39841
9,5,20,0.07,15745
9,5,21,0.05,12076
9,5,22,0.05,11964
9,5,23,0.09,19403
9,6,0,0.07,15827
9,6,1,0.06,13910
9,6,2,0.04,8736
9,6,3,0.02,4683
9,6,4,0.01,1869
9,6,5,0.0,1109
9,6,6,0.02,5140
9,6,7,0.1,23345
9,6,8,0.11,24583
9,6,9,0.31,70629
9,6,10,0.17,38898
9,6,11,0.09,20241
9,6,12,0.14,31050
9,6,13,0.09,19888
9,6,14,0.08,18707
9,6,15,0.07,15108
9,6,16,0.04,8364
9,6,17,0.04,9856
9,6,18,0.11,23984
9,6,19,0.14,30855
9,6,20,0.14,31622
9,6,21,0.04,8899
9,6,22,0.06,12861
9,6,23,0.07,16203
9,7,0,0.12,27250
9,7,1,0.06,13371
9,7,2,0.04,8175
9,7,3,0.02,4325
9,7,4,0.01,1447
9,7,5,0.01,1355
9,7,6,0.04,8664
9,7,7,0.08,16940
9,7,8,0.19,43115
9,7,9,0.18,39690
9,7,10,0.14,30877
9,7,11,0.14,31165
9,7,12,0.11,25653
9,7,13,0.08,17382
9,7,14,0.08,17498
9,7,15,0.06,12455
9,7,16,0.03,5788
9,7,17,0.06,13069
9,7,18,0.1,23443
9,7,19,0.14,32172
9,7,20,0.15,34772
9,7,21,0.06,13413
9,7,22,0.06,12922
9,7,23,0.06,13640
9,8,0,0.06,13911
9,8,1,0.04,9744
9,8,2,0.03,5896
9,8,3,0.01,3328
9,8,4,0.01,1825
9,8,5,0.01,1166
9,8,6,0.02,5320
9,8,7,0.04,9310
9,8,8,0.18,39642
9,8,9,0.16,36590
9,8,10,0.17,37996
9,8,11,0.15,34293
9,8,12,0.11,24292
9,8,13,0.11,24555
9,8,14,0.08,17272
9,8,15,0.04,9078
9,8,16,0.05,11913
9,8,17,0.05,12131
9,8,18,0.08,18571
9,8,19,0.17,38284
9,8,20,0.13,28677
9,8,21,0.09,21205
9,8,22,0.08,18776
9,8,23,0.08,17955
9,9,0,0.08,17749
9,9,1,0.05,11906
9,9,2,0.04,9778
9,9,3,0.01,2404
9,9,4,0.0,981
9,9,5,0.0,823
9,9,6,0.02,3422
9,9,7,0.06,13786
9,9,8,0.15,34725
9,9,9,0.16,35969
9,9,10,0.11,24807
9,9,11,0.14,31384
9,9,12,0.13,28126
9,9,13,0.05,11111
9,9,14,0.08,18588
9,9,15,0.06,13932
9,9,16,0.04,9552
9,9,17,0.07,15093
9,9,18,0.13,29895
9,9,19,0.12,28103
9,9,20,0.12,27733
9,9,21,0.08,17274
9,9,22,0.05,11574
9,9,23,0.12,26670
9,10,0,0.06,12798
9,10,1,0.04,9078
9,10,2,0.05,10368
9,10,3,0.02,4840
9,10,4,0.01,1753
9,10,5,0.01,1170
9,10,6,0.03,6278
9,10,7,0.09,21210
9,10,8,0.14,31424
9,10,9,0.26,58139
9,10,10,0.28,64032
9,10,11,0.16,35462
9,10,12,0.1,23422
9,10,13,0.1,22763
9,10,14,0.06,14016
9,10,15,0.08,18475
9,10,16,0.04,8060
9,10,17,0.05,10779
9,10,18,0.07,15253
9,10,19,0.17,39312
9,10,20,0.15,32845
9,10,21,0.08,16884
9,10,22,0.06,13236
9,10,23,0.05,12009
9,11,0,0.09,20172
9,11,1,0.06,12878
9,11,2,0.05,11004
9,11,3,0.01,3113
9,11,4,0.01,1312
9,11,5,0.0,748
9,11,6,0.02,3852
9,11,7,0.09,20579
9,11,8,0.19,42793
9,11,9,0.22,49979
9,11,10,0.22,50336
9,11,11,0.14,31883
9,11,12,0.1,22587
9,11,13,0.08,17676
9,11,14,0.06,14228
9,11,15,0.03,7092
9,11,16,0.04,8222
9,11,17,0.05,11452
9,11,18,0.1,22874
9,11,19,0.14,31571
9,11,20,0.12,25895
9,11,21,0.07,15082
9,11,22,0.05,11777
9,11,23,0.1,22839
9,12,0,0.06,13770
9,12,1,0.05,11822
9,12,2,0.04,8162
9,12,3,0.01,3164
9,12,4,0.01,1645
9,12,5,0.0,1020
9,12,6,0.02,4145
9,12,7,0.07,16774
9,12,8,0.11,23944
9,12,9,0.26,58570
9,12,10,0.27,61100
9,12,11,0.11,24211
9,12,12,0.12,26227
9,12,13,0.07,15778
9,12,14,0.09,19439
9,12,15,0.04,7909
9,12,16,0.04,8639
9,12,17,0.04,9044
9,12,18,0.08,18283
9,12,19,0.1,22898
9,12,20,0.14,32543
9,12,21,0.07,15246
9,12,22,0.06,13165
9,12,23,0.08,17622
9,13,0,0.08,18729
9,13,1,0.05,11996
9,13,2,0.03,6243
9,13,3,0.02,4059
9,13,4,0.01,2666
9,13,5,0.0,777
9,13,6,0.03,7479
9,13,7,0.09,21202
9,13,8,0.11,24555
9,13,9,0.13,29441
9,13,10,0.18,41473
9,13,11,0.12,26628
9,13,12,0.15,33946
9,13,13,0.09,19449
9,13,14,0.05,12331
9,13,15,0.04,8251
9,13,16,0.04,9814
9,13,17,0.04,9917
9,13,18,0.09,19492
9,13,19,0.17,38221
9,13,20,0.11,23725
9,13,21,0.08,19060
9,13,22,0.05,11521
9,13,23,0.1,22575
9,14,0,0.1,22128
9,14,1,0.05,10932
9,14,2,0.03,7835
9,14,3,0.02,3498
9,14,4,0.01,1216
9,14,5,0.0,1026
9,14,6,0.04,8521
9,14,7,0.05,12017
9,14,8,0.11,24888
9,14,9,0.16,36201
9,14,10,0.2,45547
9,14,11,0.15,34308
9,14,12,0.1,22220
9,14,13,0.07,14856
9,14,14,0.07,15781
9,14,15,0.03,7043
9,14,16,0.04,7989
9,14,17,0.06,14089
9,14,18,0.06,13250
9,14,19,0.08,19030
9,14,20,0.17,37652
9,14,21,0.07,16332
9,14,22,0.07,14854
9,14,23,0.08,18539
9,15,0,0.08,18500
9,15,1,0.06,12836
9,15,2,0.03,6008
9,15,3,0.02,3984
9,15,4,0.01,1744
9,15,5,0.0,646
9,15,6,0.03,6272
9,15,7,0.06,14409
9,15,8,0.13,29638
9,15,9,0.14,32274
9,15,10,0.24,53904
9,15,11,0.17,37611
9,15,12,0.13,28714
9,15,13,0.08,17809
9,15,14,0.04,8757
9,15,15,0.08,17217
9,15,16,0.03,7595
9,15,17,0.04,9403
9,15,18,0.09,21290
9,15,19,0.18,39851
9,15,20,0.12,26838
9,15,21,0.11,25444
9,15,22,0.07,14701
9,15,23,0.06,14092
9,16,0,0.07,16033
9,16,1,0.06,14338
9,16,2,0.01,2482
9,16,3,0.02,3712
9,16,4,0.01,1238
9,16,5,0.0,849
9,16,6,0.02,5352
9,16,7,0.06,14043
9,16,8,0.12,26590
9,16,9,0.15,33582
9,16,10,0.27,60657
9,16,11,0.2,45252
9,16,12,0.07,16415
9,16,13,0.12,26907
9,16,14,0.06,13884
9,16,15,0.05,11942
9,16,16,0.03,7590
9,16,17,0.04,9660
9,16,18,0.11,24023
9,16,19,0.14,31820
9,16,20,0.11,23777
9,16,21,0.06,12992
9,16,22,0.04,8984
9,16,23,0.05,11369
9,17,0,0.09,19340
9,17,1,0.04,8108
9,17,2,0.03,7200
9,17,3,0.02,5177
9,17,4,0.01,2506
9,17,5,0.0,956
9,17,6,0.03,5658
9,17,7,0.1,22674
9,17,8,0.15,34866
9,17,9,0.19,42482
9,17,10,0.11,24814
9,17,11,0.15,33887
9,17,12,0.12,27934
9,17,13,0.07,16236
9,17,14,0.07,16548
9,17,15,0.05,10517
9,17,16,0.03,7358
9,17,17,0.02,4373
9,17,18,0.08,18212
9,17,19,0.17,38326
9,17,20,0.1,22732
9,17,21,0.09,19534
9,17,22,0.04,9382
9,17,23,0.09,21018
9,18,0,0.08,18237
9,18,1,0.04,8852
9,18,2,0.05,10282
9,18,3,0.02,4752
9,18,4,0.01,1637
9,18,5,0.0,1084
9,18,6,0.03,6561
9,18,7,0.08,17902
9,18,8,0.08,17783
9,18,9,0.26,57919
9,18,10,0.15,33070
9,18,11,0.12,28090
9,18,12,0.17,38395
9,18,13,0.09,20736
9,18,14,0.06,13935
9,18,15,0.02,5191
9,18,16,0.05,10392
9,18,17,0.03,7678
9,18,18,0.06,14444
9,18,19,0.13,28294
9,18,20,0.16,36552
9,18,21,0.1,23008
9,18,22,0.05,11112
9,18,23,0.09,20767
9,19,0,0.07,16387
9,19,1,0.05,11972
9,19,2,0.03,7854
9,19,3,0.02,4790
9,19,4,0.01,2394
9,19,5,0.0,1083
9,19,6,0.02,5260
9,19,7,0.08,18285
9,19,8,0.13,30140
9,19,9,0.15,33758
9,19,10,0.15,34674
9,19,11,0.14,31501
9,19,12,0.13,28402
9,19,13,0.08,18396
9,19,14,0.05,10762
9,19,15,0.05,11733
9,19,16,0.04,7931
9,19,17,0.05,12106
9,19,18,0.11,23715
9,19,19,0.17,38708
9,19,20,0.1,22983
9,19,21,0.07,16311
9,19,22,0.04,8560
9,19,23,0.1,22649
9,20,0,0.12,26265
9,20,1,0.05,10657
9,20,2,0.03,7247
9,20,3,0.02,5270
9,20,4,0.01,2172
9,20,5,0.0,1069
9,20,6,0.02,4062
9,20,7,0.08,18042
9,20,8,0.11,23684
9,20,9,0.15,33155
9,20,10,0.16,35219
9,20,11,0.12,26332
9,20,12,0.1,21855
9,20,13,0.05,12335
9,20,14,0.08,19122
9,20,15,0.07,14830
9,20,16,0.02,3958
9,20,17,0.06,14398
9,20,18,0.07,15374
9,20,19,0.17,37459
9,20,20,0.12,26531
9,20,21,0.09,19420
9,20,22,0.05,11033
9,20,23,0.11,25124
9,21,0,0.06,13306
9,21,1,0.06,13326
9,21,2,0.04,9836
9,21,3,0.02,4547
9,21,4,0.01,3049
9,21,5,0.0,837
9,21,6,0.03,7169
9,21,7,0.07,15016
9,21,8,0.18,40362
9,21,9,0.21,46185
9,21,10,0.15,34823
9,21,11,0.18,40922
9,21,12,0.09,20294
9,21,13,0.06,12471
9,21,14,0.06,13432
9,21,15,0.06,13359
9,21,16,0.05,10396
9,21,17,0.05,11890
9,21,18,0.11,25635
9,21,19,0.09,20375
9,21,20,0.11,24002
9,21,21,0.08,17890
9,21,22,0.05,11237
9,21,23,0.09,19686
9,22,0,0.1,22611
9,22,1,0.05,10282
9,22,2,0.04,7980
9,22,3,0.02,3813
9,22,4,0.01,1482
9,22,5,0.0,937
9,22,6,0.02,5577
9,22,7,0.07,14788
9,22,8,0.14,31094
9,22,9,0.21,47150
9,22,10,0.15,34394
9,22,11,0.18,40665
9,22,12,0.07,16372
9,22,13,0.07,15806
9,22,14,0.12,26145
9,22,15,0.04,8567
9,22,16,0.02,5102
9,22,17,0.06,13693
9,22,18,0.04,9269
9,22,19,0.13,29035
9,22,20,0.18,41474
9,22,21,0.05,11834
9,22,22,0.03,5836
9,22,23,0.05,12055
9,23,0,0.1,23611
9,23,1,0.07,14822
9,23,2,0.03,6724
9,23,3,0.02,4515
9,23,4,0.01,2598
9,23,5,0.01,1395
9,23,6,0.02,5428
9,23,7,0.03,6550
9,23,8,0.11,24519
9,23,9,0.18,41337
9,23,10,0.16,36066
9,23,11,0.13,29401
9,23,12,0.13,29609
9,23,13,0.11,25424
9,23,14,0.07,14763
9,23,15,0.07,14746
9,23,16,0.04,8402
9,23,17,0.05,11755
9,23,18,0.11,23651
9,23,19,0.14,31407
9,23,20,0.18,40880
9,23,21,0.05,12347
9,23,22,0.04,10079
9,23,23,0.08,18671
9,24,0,0.1,21399
9,24,1,0.07,15236
9,24,2,0.03,7665
9,24,3,0.01,2485
9,24,4,0.01,2334
9,24,5,0.01,1146
9,24,6,0.01,2976
9,24,7,0.07,15410
9,24,8,0.08,18586
9,24,9,0.17,38585
9,24,10,0.13,29858
9,24,11,0.16,37091
9,24,12,0.11,23813
9,24,13,0.06,13084
9,24,14,0.08,18818
9,24,15,0.03,7422
9,24,16,0.04,8349
9,24,17,0.04,9214
9,24,18,0.08,17518
9,24,19,0.15,34739
9,24,20,0.14,30512
9,24,21,0.11,25725
9,24,22,0.05,11331
9,24,23,0.09,20758
9,25,0,0.08,17171
9,25,1,0.05,12095
9,25,2,0.04,8560
9,25,3,0.02,3761
9,25,4,0.0,1059
9,25,5,0.0,1044
9,25,6,0.03,6311
9,25,7,0.06,12802
9,25,8,0.09,20944
9,25,9,0.28,63348
9,25,10,0.19,43300
9,25,11,0.13,29083
9,25,12,0.07,16560
9,25,13,0.07,15320
9,25,14,0.09,20448
9,25,15,0.05,11967
9,25,16,0.03,6651
9,25,17,0.06,13043
9,25,18,0.07,15355
9,25,19,0.19,42424
9,25,20,0.16,36122
9,25,21,0.08,17032
9,25,22,0.04,9750
9,25,23,0.03,6661
9,26,0,0.05,12139
9,26,1,0.03,7695
9,26,2,0.04,7973
9,26,3,0.02,3542
9,26,4,0.01,1280
9,26,5,0.0,896
9,26,6,0.03,6515
9,26,7,0.08,17460
9,26,8,0.07,16198
9,26,9,0.2,44790
9,26,10,0.11,25226
9,26,11,0.17,37804
9,26,12,0.12,27673
9,26,13,0.07,14952
9,26,14,0.06,12471
9,26,15,0.05,10234
9,26,16,0.01,3369
9,26,17,0.06,12540
9,26,18,0.08,17966
9,26,19,0.17,38332
9,26,20,0.09,19581
9,26,21,0.07,16297
9,26,22,0.03,7211
9,26,23,0.06,14440
9,27,0,0.06,13583
9,27,1,0.06,14449
9,27,2,0.03,6366
9,27,3,0.02,3976
9,27,4,0.01,1745
9,27,5,0.0,658
9,27,6,0.02,5541
9,27,7,0.08,17735
9,27,8,0.1,21535
9,27,9,0.25,55634
9,27,10,0.13,30370
